id,collection,collection_name,date,category,org,title,page_url,source_urls,document_name,body
iaae-ethics-13119768,iaae-ethics,IAAE 연구자료실,2022-10-07,미국 백악관,미국 백악관,[미국 백악관] AI Bill of Rights (AI 권리장전),https://iaae.ai/research/?bmode=view&idx=13119768,https://www.whitehouse.gov/ostp/ai-bill-of-rights/[자료제목] | https://www.whitehouse.gov/ostp/ai-bill-of-rights/,,"자세한 내용은 아래 출처 웹사이트를 방문하시거나 자료를 다운로드 받으시기 바랍니다.[자료출처] https://www.whitehouse.gov/ostp/ai-bill-of-rights/[자료제목] AI Bill of Rights""/>
자료출처] https://www.whitehouse.gov/ostp/ai-bill-of-rights/[자료제목] AI Bill of Rights""/>
자료제목] AI Bill of Rights""/>"
iaae-ethics-12678687,iaae-ethics,IAAE 연구자료실,2022-08-27,스캐터랩,스캐터랩,[스캐터랩] AI챗봇 윤리점검표,https://iaae.ai/research/?bmode=view&idx=12678687,https://team.luda.ai/ai-ethics | https://team,,"자세한 내용은 출처 링크를 확인하시기 바랍니다.[자료출처] 스캐터랩 홈페이지 (https://team.luda.ai/ai-ethics)[자료제목] AI챗봇 윤리점검표""/>
자료출처] 스캐터랩 홈페이지 (https://team.luda.ai/ai-ethics)[자료제목] AI챗봇 윤리점검표""/>
자료제목] AI챗봇 윤리점검표""/>"
iaae-ethics-12659769,iaae-ethics,IAAE 연구자료실,2022-08-24,LG,LG,[LG] AI 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=12659769,https://www.lgresearch.ai/about/vision#ethics,,"자세한 내용은 출처 링크를 확인하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] LG AI연구원 (https://www.lgresearch.ai/about/vision#ethics)[자료제목] LG AI 윤리 원칙""/>
자료출처] LG AI연구원 (https://www.lgresearch.ai/about/vision#ethics)[자료제목] LG AI 윤리 원칙""/>
자료제목] LG AI 윤리 원칙""/>"
iaae-ethics-12659131,iaae-ethics,IAAE 연구자료실,2022-08-24,경기도교육청,경기도교육청,[경기도교육청] AI원리로 배우는 AI윤리,https://iaae.ai/research/?bmode=view&idx=12659131,https://wzine.kr/goe_ai/,,"자세한 내용은 아래 링크를 확인하시기 바랍니다.[자료출처] 경기도교육청 배포 웹사이트https://wzine.kr/goe_ai/[자료제목] AI원리로 배우는 AI윤리""/>
자료출처] 경기도교육청 배포 웹사이트https://wzine.kr/goe_ai/[자료제목] AI원리로 배우는 AI윤리""/>
자료제목] AI원리로 배우는 AI윤리""/>"
iaae-ethics-12582172,iaae-ethics,IAAE 연구자료실,2022-08-12,교육부,교육부,[교육부] 교육분야 인공지능 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=12582172,https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=92297,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 교육부 홈페이지https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=92297[자료제목] 교육분야 인공지능 윤리 원칙""/>
자료출처] 교육부 홈페이지https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=92297[자료제목] 교육분야 인공지능 윤리 원칙""/>
자료제목] 교육분야 인공지능 윤리 원칙""/>"
iaae-ethics-12061157,iaae-ethics,IAAE 연구자료실,2022-07-01,IAAE,IAAE,[IAAE] IAAE 디지털 휴먼 윤리 가이드라인_220701제정 (한글본),https://iaae.ai/research/?bmode=view&idx=12061157,,,"연구 자료실 AI기술 뉴스(연합뉴스) AI윤리 뉴스(연합뉴스) 생성형AI 뉴스(연합뉴스) 공시 기부금 모금내역/활용실적 공익법인 의무사항공시 닫기 AI 윤리 가이드라인 제정 지원 [성명서 발표] 수능 AI 채점 도입, 원점 재검토 촉구 성명 로그인 회원가입 장바구니 0 icon icon site search 사단법인 국제인공지능윤리협회 협회홈 협회소개 IAAE 소개 IAAE 연혁 임원진 소개 전문위원장 소개 협회 조직도 협회 지부 오시는 길 사업안내 주요 사업 3대 추진사업 회원가입안내 IAAE 가입안내 회원사 혜택 회원사 소개 교육/강의안내 교육 시행 현황 AI윤리 교육/강의 안내 AI활용 교육/강의 안내 AI기술 교육/강의 안내 AI교양 강의 안내 AI윤리가이드라인 AI 윤리 가이드라인 제정 지원 현황 감정교류 AI 윤리 가이드라인 디지털휴먼 윤리가이드라인 인공지능 윤리 헌장 알림마당 공지 사항 협회 활동 보도 자료 Good AI 어워즈 국제 청소년 AI 공모전 수상작 안동 생성"
iaae-ethics-11965439,iaae-ethics,IAAE 연구자료실,2022-06-27,UneeQ,UneeQ,[UneeQ] The Five Laws of Ethical Digital Human Design,https://iaae.ai/research/?bmode=view&idx=11965439,https://digitalhumans.com/blog/why-we-wrote-the-five-laws-of-ethical-digital-human-design/[자료제목] | https://digitalhumans.com/blog/why-we-wrote-the-five-laws-of-ethical-digital-human-design/,,"자세한 내용은 아래 출처 웹사이트를 방문하시거나 자료를 다운로드 받으시기 바랍니다.[자료출처] https://digitalhumans.com/blog/why-we-wrote-the-five-laws-of-ethical-digital-human-design/[자료제목] The Five Laws of Ethical Digital Human Design""/>
자료출처] https://digitalhumans.com/blog/why-we-wrote-the-five-laws-of-ethical-digital-human-design/[자료제목] The Five Laws of Ethical Digital Human Design""/>
자료제목] The Five Laws of Ethical Digital Human Design""/>"
iaae-ethics-11518495,iaae-ethics,IAAE 연구자료실,2022-05-18,국가인권위원회,국가인권위원회,[국가인권위원회] 인공지능 개발과 활용에 관한 인권 가이드라인,https://iaae.ai/research/?bmode=view&idx=11518495,https://www.humanrights.go.kr/site/program/board/basicboard/view?boardtypeid=24&boardid=7607961&menuid=001004002001,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 국가인권위원회 홈페이지https://www.humanrights.go.kr/site/program/board/basicboard/view?boardtypeid=24&boardid=7607961&menuid=001004002001[자료제목] 인공지능 개발과 활용에 관한 인권 가이드라인""/>
자료출처] 국가인권위원회 홈페이지https://www.humanrights.go.kr/site/program/board/basicboard/view?boardtypeid=24&boardid=7607961&menuid=001004002001[자료제목] 인공지능 개발과 활용에 관한 인권 가이드라인""/>
자료제목] 인공지능 개발과 활용에 관한 인권 가이드라인""/>"
iaae-ethics-11376372,iaae-ethics,IAAE 연구자료실,2022-05-11,SK텔레콤,SK텔레콤,[SK텔레콤] 사람 중심의 AI 윤리 가치 원칙,https://iaae.ai/research/?bmode=view&idx=11376372,,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] SK텔레콤 보도자료[자료제목] SK텔레콤 사람 중심의 AI 가치 원칙""/>
자료출처] SK텔레콤 보도자료[자료제목] SK텔레콤 사람 중심의 AI 가치 원칙""/>
자료제목] SK텔레콤 사람 중심의 AI 가치 원칙""/>"
iaae-ethics-11327371,iaae-ethics,IAAE 연구자료실,2022-05-03,교육부,교육부,[교육부] 교육분야 인공지능 윤리 원칙(시안),https://iaae.ai/research/?bmode=view&idx=11327371,https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=90660,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 교육부 홈페이지https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=90660[자료제목] 교육분야 인공지능 윤리 원칙(시안)""/>
자료출처] 교육부 홈페이지https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&lev=0&statusYN=W&s=moe&m=020402&opType=N&boardSeq=90660[자료제목] 교육분야 인공지능 윤리 원칙(시안)""/>
자료제목] 교육분야 인공지능 윤리 원칙(시안)""/>"
iaae-ethics-9478698,iaae-ethics,IAAE 연구자료실,2022-01-17,KAIEA,KAIEA,[KAIEA] 한국-캐나다 인공지능 교육 연구 보고서,https://iaae.ai/research/?bmode=view&idx=9478698,https://www.fsc.go.kr/no010101/76206?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 한국인공지능윤리협회[자료제목] 한국인공지능윤리협회 한국-캐나다 인공지능 교육 연구 보고서""/>
자료출처] 한국인공지능윤리협회[자료제목] 한국인공지능윤리협회 한국-캐나다 인공지능 교육 연구 보고서""/>
자료제목] 한국인공지능윤리협회 한국-캐나다 인공지능 교육 연구 보고서""/>"
iaae-ethics-9329276,iaae-ethics,IAAE 연구자료실,2022-01-04,AI4SCHOOL,AI4SCHOOL,[AI4SCHOOL] Good AI Education,https://iaae.ai/research/?bmode=view&idx=9329276,http://ai4school.org/,,"자세한 내용은 아래 출처 웹사이트를 방문하시기 바랍니다.[자료출처] http://ai4school.org/[자료제목] AI4SCHOOL Good AI Education""/>
자료출처] http://ai4school.org/[자료제목] AI4SCHOOL Good AI Education""/>
자료제목] AI4SCHOOL Good AI Education""/>"
iaae-ethics-9329223,iaae-ethics,IAAE 연구자료실,2022-01-04,과기부지정 인공지능교육교사연구회&한울초 김성락 교사,과기부지정 인공지능교육교사연구회&한울초 김성락 교사,[과기부지정 인공지능교육교사연구회&한울초 김성락 교사] 인공지능 윤리 교육 온라인 학습터,https://iaae.ai/research/?bmode=view&idx=9329223,https://sites.google.com/view/ethicsai/%ED%99%88?authuser=0,,"자세한 내용은 웹사이트를 방문하시기 바랍니다.[자료출처] https://sites.google.com/view/ethicsai/%ED%99%88?authuser=0[자료제목] 인공지능 윤리 교육 온라인 학습터""/>
자료출처] https://sites.google.com/view/ethicsai/%ED%99%88?authuser=0[자료제목] 인공지능 윤리 교육 온라인 학습터""/>
자료제목] 인공지능 윤리 교육 온라인 학습터""/>"
iaae-ethics-9173141,iaae-ethics,IAAE 연구자료실,2021-12-20,KAIEA,KAIEA,[KAIEA] 초등학생 메타버스 서비스 이용 현황 조사 결과,https://iaae.ai/research/?bmode=view&idx=9173141,https://www.fsc.go.kr/no010101/76206?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 한국인공지능윤리협회[자료제목] 한국인공지능윤리협회 초등학생 메타버스 서비스 이용 현황 조사 결과""/>
자료출처] 한국인공지능윤리협회[자료제목] 한국인공지능윤리협회 초등학생 메타버스 서비스 이용 현황 조사 결과""/>
자료제목] 한국인공지능윤리협회 초등학생 메타버스 서비스 이용 현황 조사 결과""/>"
iaae-ethics-9104489,iaae-ethics,IAAE 연구자료실,2021-12-10,세계보건기구(WHO),세계보건기구(WHO),[세계보건기구(WHO)] Ethics and governance of artificial intelligence for health,https://iaae.ai/research/?bmode=view&idx=9104489,https://www.who.int/publications/i/item/9789240029200,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] WHO 웹사이트 (https://www.who.int/publications/i/item/9789240029200)[자료제목] Ethics and governance of artificial intelligence for health""/>
자료출처] WHO 웹사이트 (https://www.who.int/publications/i/item/9789240029200)[자료제목] Ethics and governance of artificial intelligence for health""/>
자료제목] Ethics and governance of artificial intelligence for health""/>"
iaae-ethics-9103698,iaae-ethics,IAAE 연구자료실,2021-12-10,금융위원회,금융위원회,[금융위원회] 금융분야 인공지능(AI) 가이드라인,https://iaae.ai/research/?bmode=view&idx=9103698,https://www.fsc.go.kr/no010101/76206?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 금융위원회 홈페이지https://www.fsc.go.kr/no010101/76206?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=[자료제목] 금융위원회 금융분야 인공지능(AI) 가이드라인""/>
자료출처] 금융위원회 홈페이지https://www.fsc.go.kr/no010101/76206?srchCtgry=&curPage=&srchKey=&srchText=&srchBeginDt=&srchEndDt=[자료제목] 금융위원회 금융분야 인공지능(AI) 가이드라인""/>
자료제목] 금융위원회 금융분야 인공지능(AI) 가이드라인""/>"
iaae-ethics-9100086,iaae-ethics,IAAE 연구자료실,2021-12-10,방송통신위원회,방송통신위원회,[방송통신위원회] 인공지능 기반 미디어 추천 서비스 이용자 보호 기본원칙,https://iaae.ai/research/?bmode=view&idx=9100086,https://eiec.kdi.re.kr/policy/materialView.do?num=215524&topic=,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 방송통신위원회 홈페이지https://eiec.kdi.re.kr/policy/materialView.do?num=215524&topic=[자료제목] 방송통신위원회 인공지능 기반 미디어 추천 서비스 이용자 보호 기본원칙""/>
자료출처] 방송통신위원회 홈페이지https://eiec.kdi.re.kr/policy/materialView.do?num=215524&topic=[자료제목] 방송통신위원회 인공지능 기반 미디어 추천 서비스 이용자 보호 기본원칙""/>
자료제목] 방송통신위원회 인공지능 기반 미디어 추천 서비스 이용자 보호 기본원칙""/>"
iaae-ethics-9091219,iaae-ethics,IAAE 연구자료실,2021-12-09,한국지능정보사회진흥원,한국지능정보사회진흥원,[한국지능정보사회진흥원] 국가 인공지능 사업 추진 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=9091219,https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=90549&bcIdx=23786&parentSeq=23786,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 한국지능정보사회진흥원 홈페이지https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=90549&bcIdx=23786&parentSeq=23786[자료제목] 한국지능정보사회진흥원 국가 인공지능 사업 추진 윤리 원칙""/>
자료출처] 한국지능정보사회진흥원 홈페이지https://www.nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=90549&bcIdx=23786&parentSeq=23786[자료제목] 한국지능정보사회진흥원 국가 인공지능 사업 추진 윤리 원칙""/>
자료제목] 한국지능정보사회진흥원 국가 인공지능 사업 추진 윤리 원칙""/>"
iaae-ethics-8994590,iaae-ethics,IAAE 연구자료실,2021-11-28,UNESCO,UNESCO,[UNESCO] 인공지능(AI) 윤리에 관한 권고,https://iaae.ai/research/?bmode=view&idx=8994590,https://www.ibm.com/blogs/policy/trust-principles/,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 유네스코한국위원회[자료제목] 인공지능(AI) 윤리 권고""/>
자료출처] 유네스코한국위원회[자료제목] 인공지능(AI) 윤리 권고""/>
자료제목] 인공지능(AI) 윤리 권고""/>"
iaae-ethics-8935315,iaae-ethics,IAAE 연구자료실,2021-11-23,CJ올리브네트웍스,CJ올리브네트웍스,[CJ올리브네트웍스] AI 윤리 원칙,https://iaae.ai/research/?bmode=view&idx=8935315,,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] CJ올리브네트웍스 홈페이지[자료제목] CJ올리브네트웍스 AI 윤리 원칙""/>
자료출처] CJ올리브네트웍스 홈페이지[자료제목] CJ올리브네트웍스 AI 윤리 원칙""/>
자료제목] CJ올리브네트웍스 AI 윤리 원칙""/>"
iaae-ethics-8092138,iaae-ethics,IAAE 연구자료실,2021-09-27,스탠포드대학교,스탠포드대학교,[스탠포드대학교] AI100 Report - One Hundred Year Study on Artificial Intelligence,https://iaae.ai/research/?bmode=view&idx=8092138,https://ai100.stanford.edu/,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] https://ai100.stanford.edu[자료제목] AI100 Report - One Hundred Year Study on Artificial Intelligence""/>
자료출처] https://ai100.stanford.edu[자료제목] AI100 Report - One Hundred Year Study on Artificial Intelligence""/>
자료제목] AI100 Report - One Hundred Year Study on Artificial Intelligence""/>"
iaae-ethics-7809807,iaae-ethics,IAAE 연구자료실,2021-09-07,KAIEA,KAIEA,[KAIEA] 제 2회 인공지능 윤리 대전 강연자료 (요약본),https://iaae.ai/research/?bmode=view&idx=7809807,,,"연구 자료실 AI기술 뉴스(연합뉴스) AI윤리 뉴스(연합뉴스) 생성형AI 뉴스(연합뉴스) 공시 기부금 모금내역/활용실적 공익법인 의무사항공시 닫기 AI 윤리 가이드라인 제정 지원 [성명서 발표] 수능 AI 채점 도입, 원점 재검토 촉구 성명 로그인 회원가입 장바구니 0 icon icon site search 사단법인 국제인공지능윤리협회 협회홈 협회소개 IAAE 소개 IAAE 연혁 임원진 소개 전문위원장 소개 협회 조직도 협회 지부 오시는 길 사업안내 주요 사업 3대 추진사업 회원가입안내 IAAE 가입안내 회원사 혜택 회원사 소개 교육/강의안내 교육 시행 현황 AI윤리 교육/강의 안내 AI활용 교육/강의 안내 AI기술 교육/강의 안내 AI교양 강의 안내 AI윤리가이드라인 AI 윤리 가이드라인 제정 지원 현황 감정교류 AI 윤리 가이드라인 디지털휴먼 윤리가이드라인 인공지능 윤리 헌장 알림마당 공지 사항 협회 활동 보도 자료 Good AI 어워즈 국제 청소년 AI 공모전 수상작 안동 생성"
iaae-ethics-7533254,iaae-ethics,IAAE 연구자료실,2021-08-15,KAIST,KAIST,[KAIST] 사회를 위한 보건의료 분야 인공지능 활용 가이드,https://iaae.ai/research/?bmode=view&idx=7533254,https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports[자료제목] | https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports[자료제목] 사회를 위한 보건의료 분야 인공지능 활용 가이드""/>
자료출처] https://kpc4ir.kaist.ac.kr/index.php?document_srl=3402&mid=KPC4IR_Reports[자료제목] 사회를 위한 보건의료 분야 인공지능 활용 가이드""/>
자료제목] 사회를 위한 보건의료 분야 인공지능 활용 가이드""/>"
iaae-ethics-7137897,iaae-ethics,IAAE 연구자료실,2021-07-01,네이버 소프트웨어야놀자,네이버 소프트웨어야놀자,[네이버 소프트웨어야놀자] 인공지능 윤리 교재,https://iaae.ai/research/?bmode=view&idx=7137897,https://www.playsw.or.kr/artificial/textbook,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] https://www.playsw.or.kr/artificial/textbook[자료제목] 네이버 소프트웨어야놀자 인공지능 윤리 교재""/>
자료출처] https://www.playsw.or.kr/artificial/textbook[자료제목] 네이버 소프트웨어야놀자 인공지능 윤리 교재""/>
자료제목] 네이버 소프트웨어야놀자 인공지능 윤리 교재""/>"
iaae-ethics-6843729,iaae-ethics,IAAE 연구자료실,2021-06-04,개인정보보호위원회,개인정보보호위원회,[개인정보보호위원회] 인공지능 개인정보보호 자율점검표,https://iaae.ai/research/?bmode=view&idx=6843729,,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] - ‘개인정보위 누리집’(www.pipc.go.kr)>정책‧법령>법령정보>지침‧가이드라인- ‘개인정보보호 포털’(www.privacy.go.kr)>자료마당>지침자료에 게시[자료제목] AI 개인정보보호 자율점검표(개발자‧운영자용)""/>
자료출처] - ‘개인정보위 누리집’(www.pipc.go.kr)>정책‧법령>법령정보>지침‧가이드라인- ‘개인정보보호 포털’(www.privacy.go.kr)>자료마당>지침자료에 게시[자료제목] AI 개인정보보호 자율점검표(개발자‧운영자용)""/>
자료제목] AI 개인정보보호 자율점검표(개발자‧운영자용)""/>"
iaae-ethics-6164769,iaae-ethics,IAAE 연구자료실,2021-03-31,아름다운인터넷세상,아름다운인터넷세상,[아름다운인터넷세상] 코르셋에 갇힌 인공지능,https://iaae.ai/research/?bmode=view&idx=6164769,https://www.digitalcitizen.kr/js/pdfjs/web/viewer.html?file=/media/pdf/1/FILE_0000254909.do#locale=ko | https://,,"자료출처] 아름다운인터넷세상 홈페이지_2020 인터넷윤리 동향[자료 원문링크]https://www.digitalcitizen.kr/js/pdfjs/web/viewer.html?file=/media/pdf/1/FILE_0000254909.do#locale=ko""/>
자료제목] 코르셋에 갇힌 인공지능_심지원 교수(한국인공지능윤리협회 자문위원)[자료출처] 아름다운인터넷세상 홈페이지_2020 인터넷윤리 동향[자료 원문링크]https://www.digitalcitizen.kr/js/pdfjs/web/viewer.html?file=/media/pdf/1/FILE_0000254909.do#locale=ko""/>"
iaae-ethics-6164716,iaae-ethics,IAAE 연구자료실,2021-03-31,한국지능정보사회진흥원,한국지능정보사회진흥원,[한국지능정보사회진흥원] 2021 지능정보윤리 이슈리포트 (봄호),https://iaae.ai/research/?bmode=view&idx=6164716,https://digitalcitizen.kr/front/iNews/trend/selectTrendList.do | https://digitalcitizen.kr/front/iNew,,"자료출처] 아름다운인터넷세상 홈페이지[자료 원문링크]https://digitalcitizen.kr/front/iNews/trend/selectTrendList.do""/>
자료제목] 2021 지능정보윤리 이슈리포트 (봄호)[자료출처] 아름다운인터넷세상 홈페이지[자료 원문링크]https://digitalcitizen.kr/front/iNews/trend/selectTrendList.do""/>"
iaae-ethics-6164587,iaae-ethics,IAAE 연구자료실,2021-03-31,정보문화포럼,정보문화포럼,[정보문화포럼] 지능정보사회 윤리 가이드라인,https://iaae.ai/research/?bmode=view&idx=6164587,https://www.ibm.com/blogs/policy/trust-principles/,,"자세한 내용은 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] 한국지능정보사회진흥원 홈페이지[자료제목] 지능정보사회 윤리 가이드라인""/>
자료출처] 한국지능정보사회진흥원 홈페이지[자료제목] 지능정보사회 윤리 가이드라인""/>
자료제목] 지능정보사회 윤리 가이드라인""/>"
iaae-ethics-6013285,iaae-ethics,IAAE 연구자료실,2021-03-07,일본 내각부,일본 내각부,[일본 내각부] 인간 중심의 AI 사회 원칙안,https://iaae.ai/research/?bmode=view&idx=6013285,https://ai.bsa.org/wp-content/uploads/2019/09/humancentricai.pdf,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] https://ai.bsa.org/wp-content/uploads/2019/09/humancentricai.pdf[자료제목] Social Principles of Human-Centric AI""/>
자료출처] https://ai.bsa.org/wp-content/uploads/2019/09/humancentricai.pdf[자료제목] Social Principles of Human-Centric AI""/>
자료제목] Social Principles of Human-Centric AI""/>"
iaae-ethics-6013242,iaae-ethics,IAAE 연구자료실,2021-03-07,독일 연방교통인프라부,독일 연방교통인프라부,[독일 연방교통인프라부] Ethics Commission Automated and Connected Driving,https://iaae.ai/research/?bmode=view&idx=6013242,https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile[자료제목] | https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile[자료제목] Ethics Commission Automated and Connected Driv
자료출처] https://www.bmvi.de/SharedDocs/EN/publications/report-ethics-commission.pdf?__blob=publicationFile[자료제목] Ethics Commission Automated and Connected Driving""/>
자료제목] Ethics Commission Automated and Connected Driving""/>"
iaae-ethics-6013182,iaae-ethics,IAAE 연구자료실,2021-03-07,영국 EPSRC,영국 EPSRC,[영국 EPSRC] Principles of robotics,https://iaae.ai/research/?bmode=view&idx=6013182,https://epsrc.ukri.org/research/ourportfolio/themes/engineering/activities/principlesofrobotics/,,"자세한 내용은 아래 출처 웹사이트에 방문하셔서 확인하시기 바랍니다.[자료출처] https://epsrc.ukri.org/research/ourportfolio/themes/engineering/activities/principlesofrobotics/[자료제목] Principles of robotics""/>
자료출처] https://epsrc.ukri.org/research/ourportfolio/themes/engineering/activities/principlesofrobotics/[자료제목] Principles of robotics""/>
자료제목] Principles of robotics""/>"
iaae-ethics-6013167,iaae-ethics,IAAE 연구자료실,2021-03-07,유럽로봇연구네트워크(EURON),유럽로봇연구네트워크(EURON),[유럽로봇연구네트워크(EURON)] The EURON Roboethics Roadmap,https://iaae.ai/research/?bmode=view&idx=6013167,http://www.roboethics.org/index_file/Roboethics%20Roadmap%20Rel.1.2.pdf,,"자세한 내용은 아래 출처 웹사이트에 방문하시거나 첨부 파일을 다운로드 받으시기 바랍니다.[자료출처] http://www.roboethics.org/index_file/Roboethics%20Roadmap%20Rel.1.2.pdf[자료제목] The EURON Roboethics Roadmap""/>
자료출처] http://www.roboethics.org/index_file/Roboethics%20Roadmap%20Rel.1.2.pdf[자료제목] The EURON Roboethics Roadmap""/>
자료제목] The EURON Roboethics Roadmap""/>"
iaae-ethics-6013148,iaae-ethics,IAAE 연구자료실,2021-03-07,미 국방성,미 국방성,[미 국방성] Adopts 5 Principles of Artificial Intelligence Ethics,https://iaae.ai/research/?bmode=view&idx=6013148,https://www.defense.gov/Explore/News/Article/Article/2094085/dod-adopts-5-principles-of-artificial-intelligence-ethics/,,"자세한 내용은 아래 출처 웹사이트에 방문하셔서 확인하시기 바랍니다.[자료출처] https://www.defense.gov/Explore/News/Article/Article/2094085/dod-adopts-5-principles-of-artificial-intelligence-ethics/[자료제목] DOD Adopts 5 Principles of Artificial
자료출처] https://www.defense.gov/Explore/News/Article/Article/2094085/dod-adopts-5-principles-of-artificial-intelligence-ethics/[자료제목] DOD Adopts 5 Principles of Artificial Intelligence Ethics""/>
자료제목] DOD Adopts 5 Principles of Artificial Intelligence Ethics""/>"
iaae-ethics-5915219,iaae-ethics,IAAE 연구자료실,2021-02-17,네이버,네이버,[네이버] AI 윤리 준칙,https://iaae.ai/research/?bmode=view&idx=5915219,,,"자료출처] 네이버[자료제목] 네이버 AI 윤리 준칙[전문]네이버 AI 윤리 준칙네이버는 첨단의 AI 기술을 누구나 쉽고 편리하게 활용할 수 있는 일상의 도구로 만들겠습니다. 사용자에게 새로운 연결의 경험을 선보이는 도전을 멈추지 않음으로써 다양한 기회와 가능성을 열어 나가겠습니다.이를 위해 네이버의 모든 구성원은 AI 개발과 이용에 있어 아래와 같은 윤리 원칙을 준수하겠습니다.1. 사람을 위한 AI 개발네이버가 개발하고 이용하는 AI는 사람을 위한 일상의 도구입니다. 네이버는 AI의 개발과 이용에 있어 인간 중심의 가치를 최우선으로 삼겠습
자료제목] 네이버 AI 윤리 준칙[전문]네이버 AI 윤리 준칙네이버는 첨단의 AI 기술을 누구나 쉽고 편리하게 활용할 수 있는 일상의 도구로 만들겠습니다. 사용자에게 새로운 연결의 경험을 선보이는 도전을 멈추지 않음으로써 다양한 기회와 가능성을 열어 나가겠습니다.이를 위해 네이버의 모든 구성원은 AI 개발과 이용에 있어 아래와 같은 윤리 원칙을 준수하겠습니다.1."
